date,open,high,low,close,volume,sma20,sma50
02-01-22 08:30,47161.76000000,47192.31000000,47054.02000000,47161.01000000,135.76562000,47123.4,47308.2062
02-01-22 08:45,47161.01000000,47247.12000000,47141.77000000,47222.40000000,136.34607000,47118.0465,47304.407
02-01-22 09:00,47222.40000000,47236.89000000,47144.12000000,47215.05000000,124.65970000,47109.7175,47300.8322
02-01-22 09:15,47215.05000000,47499.45000000,47177.94000000,47338.85000000,364.93981000,47111.367,47299.772800000006
02-01-22 09:30,47338.85000000,47391.32000000,47324.13000000,47380.00000000,194.74197000,47122.3935,47297.181800000006
02-01-22 09:45,47380.01000000,47381.54000000,47250.11000000,47273.24000000,108.10220000,47140.540499999996,47295.3198
02-01-22 10:00,47273.23000000,47348.34000000,47251.57000000,47348.33000000,89.38218000,47163.8325,47293.3748
02-01-22 10:15,47348.34000000,47348.34000000,47251.01000000,47272.23000000,83.14342000,47180.1805,47292.426
02-01-22 10:30,47272.23000000,47322.07000000,47216.33000000,47265.00000000,89.74125000,47194.946,47292.4722
02-01-22 10:45,47265.00000000,47275.03000000,47140.30000000,47188.89000000,127.82216000,47200.3265,47288.484599999996
02-01-22 11:00,47188.88000000,47283.01000000,47159.57000000,47272.11000000,98.53149000,47212.1625,47284.960999999996
02-01-22 11:15,47272.11000000,47333.33000000,47252.62000000,47310.00000000,82.65229000,47222.3225,47282.3462
02-01-22 11:30,47309.99000000,47400.00000000,47258.02000000,47261.36000000,101.30307000,47226.1485,47280.88659999999
02-01-22 11:45,47261.36000000,47263.47000000,47195.00000000,47235.50000000,76.54308000,47231.793,47277.02
02-01-22 12:00,47238.89000000,47253.19000000,47013.50000000,47108.37000000,267.15818000,47230.417499999996,47269.223999999995
02-01-22 12:15,47108.38000000,47193.02000000,47080.02000000,47156.25000000,134.16166000,47229.158,47257.89599999999
02-01-22 12:30,47156.24000000,47447.00000000,47137.85000000,47310.45000000,244.59474000,47235.75,47253.7526
02-01-22 12:45,47310.45000000,47374.28000000,47274.72000000,47292.95000000,152.14315000,47241.725,47248.717599999996
02-01-22 13:00,47289.67000000,47300.86000000,47130.00000000,47130.61000000,131.33530000,47245.2185,47238.5508
02-01-22 13:15,47130.00000000,47255.30000000,47093.95000000,47248.78000000,204.91976000,47249.569,47231.0204
02-01-22 13:30,47248.78000000,47251.48000000,47135.01000000,47178.85000000,120.80715000,47250.461,47225.75060000001
02-01-22 13:45,47178.87000000,47179.78000000,47090.00000000,47137.35000000,123.37900000,47246.2085,47219.393
02-01-22 14:00,47137.35000000,47191.07000000,47100.00000000,47175.00000000,152.00904000,47244.206,47215.120200000005
02-01-22 14:15,47174.99000000,47202.39000000,47020.00000000,47056.24000000,220.68957000,47230.0755,47208.6856
02-01-22 14:30,47056.24000000,47170.00000000,47055.26000000,47140.98000000,127.91204000,47218.1245,47202.7696
02-01-22 14:45,47140.98000000,47163.13000000,47093.61000000,47112.55000000,117.05546000,47210.090000000004,47198.4988
02-01-22 15:00,47112.54000000,47336.64000000,47071.27000000,47287.14000000,207.92148000,47207.03050000001,47196.833399999996
02-01-22 15:15,47287.13000000,47320.24000000,47179.01000000,47185.97000000,180.33290000,47202.7175,47193.1428
02-01-22 15:30,47185.97000000,47213.93000000,47105.13000000,47203.88000000,170.65358000,47199.6615,47191.30439999999
02-01-22 15:45,47203.87000000,47390.00000000,47202.52000000,47340.47000000,225.25573000,47207.2405,47190.4596
02-01-22 16:00,47340.47000000,47486.61000000,47273.64000000,47431.11000000,298.39696000,47215.1905,47190.9582
02-01-22 16:15,47431.11000000,47473.59000000,47356.94000000,47419.57000000,147.42647000,47220.669,47192.7602
02-01-22 16:30,47420.64000000,47664.95000000,47419.57000000,47546.55000000,373.52978000,47234.928499999995,47196.058600000004
02-01-22 16:45,47546.50000000,47886.00000000,47546.50000000,47792.30000000,548.21629000,47262.7685,47205.7874
02-01-22 17:00,47792.29000000,47990.00000000,47520.89000000,47549.71000000,692.67062000,47284.8355,47213.5922
02-01-22 17:15,47549.71000000,47694.00000000,47482.57000000,47646.39000000,258.30986000,47309.3425,47228.314000000006
02-01-22 17:30,47646.39000000,47671.70000000,47514.24000000,47590.98000000,164.72832000,47323.369,47242.4838
02-01-22 17:45,47590.98000000,47600.00000000,47317.46000000,47401.14000000,324.88357000,47328.7785,47251.601200000005
02-01-22 18:00,47401.14000000,47401.14000000,47221.20000000,47254.01000000,334.15265000,47334.9485,47257.287599999996
02-01-22 18:15,47254.01000000,47299.92000000,46856.28000000,46949.01000000,573.46339000,47319.96000000001,47254.64220000001
02-01-22 18:30,46949.02000000,47007.87000000,46654.00000000,46909.07000000,677.51064000,47306.471,47252.1158
02-01-22 18:45,46909.06000000,47082.30000000,46866.14000000,47058.12000000,267.21131000,47302.5095,47251.142199999995
02-01-22 19:00,47056.43000000,47217.10000000,46965.39000000,47065.19000000,335.77038000,47297.019,47248.7492
02-01-22 19:15,47065.19000000,47114.72000000,46854.01000000,46915.69000000,280.55964000,47289.9915,47244.6108
02-01-22 19:30,46915.69000000,47006.70000000,46851.51000000,46942.10000000,205.02034000,47280.0475,47240.7352
02-01-22 19:45,46942.09000000,46987.89000000,46900.38000000,46907.68000000,116.03571000,47269.804,47235.26
02-01-22 20:00,46907.67000000,47050.00000000,46815.17000000,47035.48000000,261.56729000,47257.221,47232.3974
02-01-22 20:15,47035.47000000,47050.00000000,46951.51000000,47033.17000000,109.28714000,47249.581,47229.59180000001
02-01-22 20:30,47033.18000000,47033.19000000,46899.46000000,46956.18000000,109.21628000,47237.196,47227.5006
02-01-22 20:45,46956.18000000,47035.00000000,46920.00000000,47007.14000000,90.15186000,47220.5295,47224.407999999996
02-01-22 21:00,47007.14000000,47187.98000000,46913.27000000,47156.46000000,160.74984000,47206.797000000006,47224.317
02-01-22 21:15,47156.45000000,47159.30000000,47038.24000000,47060.00000000,83.38568000,47188.8185,47221.068999999996
02-01-22 21:30,47060.00000000,47162.83000000,47050.94000000,47063.55000000,100.82494000,47164.6685,47218.039000000004
02-01-22 21:45,47063.54000000,47063.55000000,46990.00000000,47018.03000000,87.63522000,47125.955,47211.622599999995
02-01-22 22:00,47017.98000000,47195.00000000,47014.84000000,47191.32000000,124.08847000,47108.035500000005,47207.848999999995
02-01-22 22:15,47191.31000000,47191.32000000,47108.52000000,47156.30000000,99.06626000,47083.531,47205.510200000004
02-01-22 22:30,47155.98000000,47398.99000000,47155.31000000,47380.98000000,371.53311000,47073.031,47206.1632
02-01-22 22:45,47380.98000000,47380.99000000,47230.00000000,47255.38000000,89.03412000,47065.743,47205.8262
02-01-22 23:00,47255.39000000,47428.52000000,47255.38000000,47316.86000000,190.19099000,47068.8855,47206.8634
02-01-22 23:15,47316.86000000,47405.01000000,47266.60000000,47394.62000000,254.05109000,47091.166000000005,47210.977999999996
02-01-22 23:30,47394.62000000,47469.34000000,47303.97000000,47346.04000000,181.25780000,47113.014500000005,47212.456600000005
02-01-22 23:45,47346.04000000,47383.80000000,47283.71000000,47286.18000000,123.98148000,47124.4175,47211.980200000005
03-01-22 00:00,47286.18000000,47289.11000000,47139.19000000,47139.19000000,265.91351000,47128.1175,47209.53680000001
03-01-22 00:15,47139.20000000,47252.77000000,47139.19000000,47174.43000000,170.25227000,47141.054500000006,47208.3154
03-01-22 00:30,47174.44000000,47181.31000000,47062.11000000,47150.01000000,166.62155000,47151.45,47209.1482
03-01-22 00:45,47150.02000000,47211.46000000,47050.00000000,47050.08000000,131.33061000,47158.57,47207.02480000001
03-01-22 01:00,47050.09000000,47087.64000000,47024.38000000,47041.13000000,200.47880000,47158.8525,47201.638399999996
03-01-22 01:15,47041.12000000,47087.95000000,46950.00000000,47035.77000000,196.95862000,47158.9825,47196.49480000001
03-01-22 01:30,47035.77000000,47086.20000000,46976.46000000,46976.46000000,105.33698000,47159.996499999994,47193.411799999994
03-01-22 01:45,46976.46000000,47138.78000000,46964.71000000,47116.71000000,125.28140000,47165.475,47190.7704
03-01-22 02:00,47116.22000000,47116.71000000,46900.04000000,46925.90000000,213.88573000,47153.947,47185.7114
03-01-22 02:15,46925.90000000,47008.59000000,46870.00000000,46997.37000000,135.66735000,47150.8155,47182.911799999994
03-01-22 02:30,46997.36000000,47051.89000000,46955.01000000,46980.49000000,176.70711000,47146.6625,47179.0216
03-01-22 02:45,46980.49000000,47031.24000000,46858.44000000,46999.98000000,255.44695000,47145.76,47177.896400000005
03-01-22 03:00,46999.98000000,47084.80000000,46950.62000000,46950.62000000,157.76338000,47133.725,47174.0892
03-01-22 03:15,46950.62000000,46971.29000000,46871.09000000,46958.64000000,169.84288000,47123.842000000004,47171.011
03-01-22 03:30,46958.64000000,46981.41000000,46740.00000000,46787.72000000,301.60166000,47094.179000000004,47161.022600000004
03-01-22 03:45,46787.72000000,46847.13000000,46722.39000000,46793.26000000,221.23062000,47071.073000000004,47153.168399999995
03-01-22 04:00,46793.27000000,46888.87000000,46750.00000000,46853.70000000,175.80674000,47047.915,47146.164800000006
03-01-22 04:15,46853.70000000,46910.23000000,46818.43000000,46841.99000000,201.80369000,47020.2835,47136.195199999995
03-01-22 04:30,46841.97000000,46944.77000000,46821.79000000,46928.72000000,171.80101000,46999.417499999996,47126.1474
03-01-22 04:45,46928.73000000,46935.85000000,46800.00000000,46822.26000000,139.08731000,46976.2215,47114.2012
03-01-22 05:00,46822.26000000,46884.69000000,46750.13000000,46770.46000000,204.10872000,46957.785,47098.67939999999
03-01-22 05:15,46770.46000000,47027.84000000,46770.09000000,46965.38000000,244.70845000,46947.332500000004,47082.141
03-01-22 05:30,46965.38000000,47211.09000000,46960.48000000,47149.09000000,350.06660000,46947.2865,47074.128600000004
03-01-22 05:45,47149.09000000,47178.82000000,47035.24000000,47078.64000000,119.73796000,46948.7145,47062.7736
03-01-22 06:00,47078.64000000,47100.00000000,47017.20000000,47017.21000000,140.88882000,46947.5185,47051.298200000005
03-01-22 06:15,47017.22000000,47048.00000000,46946.22000000,46968.17000000,133.34102000,46944.1385,47042.6388
03-01-22 06:30,46968.16000000,47061.37000000,46930.86000000,47049.21000000,169.03983000,46947.776,47038.5428
03-01-22 06:45,47049.22000000,47055.37000000,46877.84000000,46923.75000000,153.36102000,46938.128000000004,47038.037599999996
03-01-22 07:00,46923.75000000,46937.97000000,46852.38000000,46928.09000000,167.39998000,46938.2375,47038.418
03-01-22 07:15,46934.20000000,46967.95000000,46888.08000000,46957.80000000,127.61840000,46936.259000000005,47036.4116
03-01-22 07:30,46957.81000000,47021.84000000,46951.29000000,46989.30000000,153.65956000,46936.6995,47034.8938
03-01-22 07:45,46989.30000000,47080.00000000,46956.68000000,47051.37000000,186.54792000,46939.269,47037.6074
03-01-22 08:00,47051.36000000,47135.97000000,47018.00000000,47060.01000000,247.92114000,46944.7385,47039.965599999996
03-01-22 08:15,47060.00000000,47062.70000000,46983.55000000,46994.37000000,171.60948000,46946.525,47041.6994
03-01-22 08:30,46994.38000000,47026.21000000,46936.43000000,46956.94000000,131.03690000,46954.986,47040.1286
03-01-22 08:45,46956.93000000,46999.80000000,46922.27000000,46978.82000000,134.07362000,46964.264,47039.041600000004
03-01-22 09:00,46978.81000000,47109.25000000,46963.85000000,46966.86000000,198.24751000,46969.922000000006,47039.25520000001
03-01-22 09:15,46964.02000000,46973.07000000,46787.00000000,46820.00000000,319.14890000,46968.8225,47035.5124
03-01-22 09:30,46819.66000000,46910.26000000,46778.00000000,46884.99000000,208.43622000,46966.636000000006,47030.083
03-01-22 09:45,46884.99000000,47000.00000000,46870.00000000,46984.55000000,261.23854000,46974.7505,47028.574
03-01-22 10:00,46984.56000000,47251.19000000,46981.84000000,47191.06000000,447.38493000,46995.7805,47031.1242
03-01-22 10:15,47191.06000000,47213.19000000,47065.51000000,47080.98000000,305.73939000,47001.5605,47032.383200000004
03-01-22 10:30,47080.99000000,47199.99000000,47031.00000000,47169.49000000,152.91012000,47002.5805,47031.9466
03-01-22 10:45,47169.49000000,47238.80000000,47110.05000000,47126.02000000,232.95488000,47004.9495,47031.34099999999
03-01-22 11:00,47126.02000000,47345.00000000,47125.48000000,47335.01000000,734.62881000,47020.8395,47030.4216
03-01-22 11:15,47335.01000000,47392.99000000,47270.00000000,47336.37000000,304.71082000,47039.2495,47032.041399999995
03-01-22 11:30,47336.38000000,47349.38000000,47237.76000000,47289.29000000,174.93074000,47051.253500000006,47031.49
03-01-22 11:45,47289.29000000,47431.67000000,47259.55000000,47378.00000000,237.41873000,47073.966,47031.1576
03-01-22 12:00,47378.00000000,47549.88000000,47243.84000000,47486.01000000,459.80341000,47101.862,47033.957
03-01-22 12:15,47486.01000000,47570.00000000,47325.73000000,47394.16000000,317.77927000,47123.68,47036.1166
03-01-22 12:30,47394.17000000,47400.61000000,47223.84000000,47279.11000000,208.29880000,47138.1705,47038.915
03-01-22 12:45,47279.11000000,47305.31000000,47175.01000000,47194.39000000,197.75397000,47145.3215,47039.31420000001
03-01-22 13:00,47194.39000000,47495.96000000,47192.80000000,47242.89000000,270.88274000,47154.4655,47041.1718
03-01-22 13:15,47242.89000000,47370.08000000,47242.88000000,47304.97000000,168.89468000,47169.9955,47046.2696
03-01-22 13:30,47304.97000000,47329.77000000,47209.10000000,47249.29000000,173.13220000,47184.613,47050.4328
03-01-22 13:45,47244.82000000,47275.68000000,47127.51000000,47153.50000000,200.92821000,47193.346999999994,47052.7874
03-01-22 14:00,47153.50000000,47278.50000000,46940.00000000,47026.98000000,477.63524000,47196.352999999996,47053.7978
