date,open,high,low,close,volume,sma20,sma50
01-01-22 00:00,46216.93000000,46527.26000000,46208.37000000,46332.51000000,386.65709000,nan,nan
01-01-22 00:15,46332.52000000,46421.27000000,46236.27000000,46375.42000000,319.99973000,nan,nan
01-01-22 00:30,46375.42000000,46689.42000000,46360.19000000,46610.81000000,386.08077000,nan,nan
01-01-22 00:45,46610.81000000,46731.39000000,46575.76000000,46656.13000000,410.59336000,nan,nan
01-01-22 01:00,46656.14000000,46767.24000000,46574.06000000,46766.99000000,330.08774000,nan,nan
01-01-22 01:15,46766.99000000,46949.99000000,46752.17000000,46815.33000000,259.42027000,nan,nan
01-01-22 01:30,46815.34000000,46884.63000000,46748.05000000,46768.10000000,180.18171000,nan,nan
01-01-22 01:45,46768.11000000,46861.47000000,46711.90000000,46778.14000000,174.12567000,nan,nan
01-01-22 02:00,46778.14000000,46867.75000000,46769.95000000,46845.97000000,121.88714000,nan,nan
01-01-22 02:15,46845.98000000,46928.94000000,46826.00000000,46826.01000000,151.63112000,nan,nan
01-01-22 02:30,46826.00000000,46826.01000000,46721.96000000,46775.91000000,118.53757000,nan,nan
01-01-22 02:45,46775.90000000,46860.39000000,46773.93000000,46811.77000000,93.11277000,nan,nan
01-01-22 03:00,46811.77000000,46851.56000000,46760.12000000,46826.10000000,78.24895000,nan,nan
01-01-22 03:15,46826.11000000,46916.63000000,46777.00000000,46809.15000000,218.66839000,nan,nan
01-01-22 03:30,46809.16000000,46900.00000000,46809.15000000,46867.98000000,132.30528000,nan,nan
01-01-22 03:45,46867.98000000,46898.99000000,46813.20000000,46813.20000000,133.66709000,nan,nan
01-01-22 04:00,46813.21000000,46887.33000000,46630.23000000,46648.04000000,264.47177000,nan,nan
01-01-22 04:15,46648.04000000,46720.13000000,46591.23000000,46708.14000000,199.91580000,nan,nan
01-01-22 04:30,46708.13000000,46783.76000000,46639.18000000,46734.52000000,248.42884000,nan,nan
01-01-22 04:45,46734.52000000,46842.98000000,46708.00000000,46711.05000000,149.06748000,46724.063500000004,nan
01-01-22 05:00,46711.05000000,46780.00000000,46673.94000000,46780.00000000,103.53838000,46746.438,nan
01-01-22 05:15,46780.00000000,47500.00000000,46762.63000000,47379.13000000,689.54354000,46796.6235,nan
01-01-22 05:30,47379.13000000,47555.55000000,47226.39000000,47300.00000000,407.37499000,46831.083,nan
01-01-22 05:45,47300.01000000,47314.47000000,47135.30000000,47192.55000000,200.27951000,46857.903999999995,nan
01-01-22 06:00,47192.56000000,47324.42000000,47089.43000000,47307.04000000,169.14727000,46884.9065,nan
01-01-22 06:15,47307.03000000,47307.04000000,47119.37000000,47130.36000000,98.75754000,46900.658,nan
01-01-22 06:30,47130.37000000,47197.32000000,47112.91000000,47158.02000000,86.74539000,46920.153999999995,nan
01-01-22 06:45,47158.02000000,47235.49000000,46940.00000000,46979.62000000,259.32756000,46930.227999999996,nan
01-01-22 07:00,46979.61000000,47044.26000000,46864.84000000,46990.23000000,175.37744000,46937.441,nan
01-01-22 07:15,46990.23000000,47052.98000000,46948.41000000,46959.61000000,119.88006000,46944.121,nan
01-01-22 07:30,46959.61000000,47122.91000000,46945.77000000,47096.70000000,132.61288000,46960.160500000005,nan
01-01-22 07:45,47096.69000000,47255.85000000,47073.12000000,47194.73000000,218.33043000,46979.3085,nan
01-01-22 08:00,47194.73000000,47228.86000000,47075.11000000,47151.37000000,131.91374000,46995.572,nan
01-01-22 08:15,47151.37000000,47344.69000000,47145.05000000,47305.23000000,183.98417000,47020.376000000004,nan
01-01-22 08:30,47305.23000000,47313.91000000,47166.97000000,47210.18000000,109.50519000,47037.486000000004,nan
01-01-22 08:45,47210.18000000,47260.00000000,47081.74000000,47124.82000000,107.04457000,47053.066999999995,nan
01-01-22 09:00,47124.82000000,47215.56000000,47062.77000000,47205.77000000,127.12603000,47080.9535,nan
01-01-22 09:15,47205.77000000,47205.78000000,47082.06000000,47094.74000000,85.76911000,47100.283500000005,nan
01-01-22 09:30,47094.74000000,47126.85000000,46933.58000000,46988.47000000,221.15260000,47112.981,nan
01-01-22 09:45,46988.46000000,47143.99000000,46947.43000000,47143.98000000,107.27717000,47134.6275,nan
01-01-22 10:00,47143.98000000,47298.75000000,47111.11000000,47111.12000000,128.77257000,47151.1835,nan
01-01-22 10:15,47111.11000000,47111.12000000,46812.99000000,46874.25000000,285.13532000,47125.9395,nan
01-01-22 10:30,46874.26000000,47017.95000000,46715.39000000,46979.50000000,366.49823000,47109.9145,nan
01-01-22 10:45,46979.50000000,47081.02000000,46868.71000000,46871.08000000,142.61148000,47093.841,nan
01-01-22 11:00,46871.09000000,46960.39000000,46862.41000000,46925.19000000,164.24690000,47074.7485,nan
01-01-22 11:15,46925.20000000,47007.73000000,46898.97000000,46956.77000000,171.41749000,47066.069,nan
01-01-22 11:30,46956.78000000,46994.24000000,46819.90000000,46946.36000000,218.58084000,47055.486,nan
01-01-22 11:45,46946.36000000,46978.42000000,46756.77000000,46758.87000000,178.64270000,47044.4485,nan
01-01-22 12:00,46758.87000000,46992.60000000,46756.30000000,46990.62000000,132.00011000,47044.46800000001,nan
01-01-22 12:15,46990.14000000,47012.49000000,46884.87000000,46959.51000000,120.00104000,47044.463,46930.9418
01-01-22 12:30,46959.51000000,47150.48000000,46941.20000000,47008.32000000,222.54846000,47040.044,46944.458000000006
01-01-22 12:45,47008.32000000,47133.78000000,47007.01000000,47074.05000000,107.60048000,47034.009999999995,46958.43059999999
01-01-22 13:00,47074.05000000,47150.00000000,47021.79000000,47141.50000000,105.86007000,47033.516500000005,46969.04439999999
01-01-22 13:15,47141.51000000,47199.67000000,46983.01000000,47022.59000000,148.11585000,47019.3845,46976.37359999999
01-01-22 13:30,47022.59000000,47095.48000000,46935.09000000,47067.11000000,107.32250000,47012.231,46982.376000000004
01-01-22 13:45,47067.10000000,47080.12000000,46967.91000000,47023.24000000,92.84570000,47007.152,46986.5342
01-01-22 14:00,47023.24000000,47066.89000000,46950.00000000,46969.74000000,103.67317000,46995.3505,46990.567
01-01-22 14:15,46969.73000000,47100.00000000,46967.54000000,47024.10000000,113.55795000,46991.8185,46995.4862
01-01-22 14:30,47024.11000000,47031.90000000,46850.18000000,46904.67000000,124.59323000,46987.628500000006,46996.660200000006
01-01-22 14:45,46904.67000000,46965.50000000,46877.04000000,46926.22000000,161.83785000,46976.7405,46998.664399999994
01-01-22 15:00,46920.01000000,47009.74000000,46871.69000000,46953.79000000,121.57924000,46968.873999999996,47002.222
01-01-22 15:15,46953.79000000,47030.00000000,46920.80000000,47026.82000000,82.47188000,46976.502499999995,47006.52300000001
01-01-22 15:30,47026.83000000,47491.14000000,46996.75000000,47342.13000000,861.85823000,46994.634,47016.8436
01-01-22 15:45,47342.12000000,47408.04000000,47117.09000000,47219.04000000,450.04370000,47012.032,47025.04140000001
01-01-22 16:00,47219.04000000,47461.29000000,47186.07000000,47428.34000000,320.37946000,47037.1895,47036.248600000006
01-01-22 16:15,47428.34000000,47527.24000000,47342.42000000,47480.45000000,296.91076000,47063.3735,47049.5936
01-01-22 16:30,47480.46000000,47497.19000000,47375.65000000,47421.77000000,219.15048000,47087.144,47065.0682
01-01-22 16:45,47421.78000000,47476.99000000,47253.40000000,47268.62000000,213.13849000,47112.6315,47076.277799999996
01-01-22 17:00,47268.61000000,47369.00000000,47238.81000000,47246.04000000,149.26952000,47125.402500000004,47086.5082
01-01-22 17:15,47246.04000000,47350.00000000,47241.28000000,47330.45000000,108.91746000,47143.9495,47098.8962
01-01-22 17:30,47330.45000000,47900.00000000,47325.71000000,47846.04000000,697.35462000,47185.8355,47120.217000000004
01-01-22 17:45,47846.03000000,47954.63000000,47672.01000000,47754.48000000,365.12417000,47219.856999999996,47127.724
01-01-22 18:00,47754.47000000,47844.97000000,47660.85000000,47742.16000000,226.83378000,47249.89,47136.567200000005
01-01-22 18:15,47742.16000000,47780.74000000,47601.01000000,47637.43000000,175.79179000,47280.632,47145.464799999994
01-01-22 18:30,47637.43000000,47658.64000000,47420.00000000,47468.81000000,290.65106000,47300.717,47148.70019999999
01-01-22 18:45,47468.81000000,47628.39000000,47430.00000000,47560.55000000,167.48362000,47327.582500000004,47157.304
01-01-22 19:00,47560.54000000,47611.84000000,47489.76000000,47508.60000000,160.74950000,47354.5255,47164.315599999994
01-01-22 19:15,47508.61000000,47508.61000000,47338.53000000,47388.85000000,194.58520000,47372.763,47172.500199999995
01-01-22 19:30,47388.84000000,47414.27000000,47300.00000000,47321.34000000,319.37226000,47393.5965,47179.12239999999
01-01-22 19:45,47321.34000000,47355.79000000,47292.72000000,47329.78000000,155.96464000,47413.7745,47186.5258
01-01-22 20:00,47329.79000000,47358.21000000,47301.01000000,47322.14000000,132.71010000,47432.191999999995,47191.0346
01-01-22 20:15,47322.15000000,47452.55000000,47250.18000000,47412.36000000,150.26913000,47451.469,47195.387200000005
01-01-22 20:30,47412.36000000,47559.03000000,47384.60000000,47393.79000000,228.20570000,47454.052,47200.23560000001
01-01-22 20:45,47393.78000000,47468.01000000,47347.01000000,47391.82000000,206.02299000,47462.691,47201.9674
01-01-22 21:00,47391.82000000,47573.05000000,47363.97000000,47509.55000000,277.01086000,47466.7515,47207.95479999999
01-01-22 21:15,47509.55000000,47539.20000000,47340.00000000,47366.34000000,150.71611000,47461.046,47212.785200000006
01-01-22 21:30,47366.33000000,47491.03000000,47343.42000000,47445.58000000,229.45233000,47462.2365,47217.5814
01-01-22 21:45,47445.59000000,47472.61000000,47268.79000000,47319.67000000,152.03997000,47464.789000000004,47222.08
01-01-22 22:00,47319.66000000,47370.00000000,47222.22000000,47262.69000000,167.09944000,47465.6215,47227.5644
01-01-22 22:15,47262.70000000,47422.39000000,47255.00000000,47388.27000000,103.20575000,47468.5125,47232.45020000001
01-01-22 22:30,47388.26000000,47489.83000000,47376.72000000,47448.29000000,105.17114000,47448.625,47239.193600000006
01-01-22 22:45,47448.29000000,47490.98000000,47369.75000000,47440.74000000,91.00228000,47432.938,47250.5234
01-01-22 23:00,47440.74000000,47455.29000000,47277.77000000,47334.34000000,126.07666000,47412.547,47257.620200000005
01-01-22 23:15,47334.33000000,47488.00000000,47328.24000000,47428.83000000,104.14312000,47402.117,47268.7752
01-01-22 23:30,47428.91000000,47585.93000000,47370.58000000,47498.17000000,118.01271000,47403.585,47280.234800000006
01-01-22 23:45,47498.17000000,47814.00000000,47492.69000000,47722.65000000,398.05705000,47411.689999999995,47295.5524
02-01-22 00:00,47722.66000000,47750.00000000,47463.63000000,47517.62000000,294.05935000,47412.140999999996,47306.977600000006
02-01-22 00:15,47517.63000000,47578.79000000,47381.12000000,47544.70000000,324.85868000,47419.9335,47322.6942
02-01-22 00:30,47544.70000000,47699.39000000,47491.43000000,47638.95000000,266.91970000,47435.814,47335.6608
02-01-22 00:45,47641.55000000,47700.00000000,47575.69000000,47625.30000000,196.67044000,47450.590000000004,47348.9766
02-01-22 01:00,47625.29000000,47641.83000000,47425.65000000,47442.34000000,138.49194000,47456.6,47357.65699999999
02-01-22 01:15,47442.34000000,47504.92000000,47412.89000000,47455.23000000,121.11451000,47458.7435,47365.280600000006
02-01-22 01:30,47455.22000000,47485.23000000,47315.53000000,47388.64000000,116.61685000,47458.486,47370.223399999995
02-01-22 01:45,47388.64000000,47404.17000000,47315.38000000,47377.97000000,89.53030000,47457.7935,47377.331000000006
02-01-22 02:00,47377.97000000,47438.08000000,47325.81000000,47436.78000000,99.55940000,47454.155,47384.72439999999
02-01-22 02:15,47438.08000000,47449.56000000,47310.00000000,47326.09000000,110.00959000,47452.1425,47390.78140000001
02-01-22 02:30,47326.08000000,47439.21000000,47275.50000000,47370.41000000,151.72986000,47448.384000000005,47398.794799999996
02-01-22 02:45,47370.40000000,47427.86000000,47357.06000000,47370.50000000,91.09360000,47450.9255,47405.722799999996
02-01-22 03:00,47370.49000000,47393.45000000,47283.33000000,47295.80000000,83.40265000,47452.581,47413.5454
02-01-22 03:15,47295.81000000,47389.48000000,47269.47000000,47382.71000000,90.12151000,47452.303,47422.675200000005
02-01-22 03:30,47382.71000000,47467.11000000,47373.94000000,47406.18000000,93.06283000,47450.197499999995,47431.723
02-01-22 03:45,47406.18000000,47415.00000000,47282.82000000,47329.47000000,120.66603000,47444.634000000005,47437.776
02-01-22 04:00,47329.47000000,47415.73000000,47294.29000000,47381.63000000,117.25266000,47446.9985,47438.566
02-01-22 04:15,47381.64000000,47382.48000000,47289.00000000,47305.86000000,91.68911000,47440.85,47440.30239999999
02-01-22 04:30,47305.87000000,47387.95000000,47112.66000000,47159.47000000,366.01707000,47423.915,47434.925
02-01-22 04:45,47159.47000000,47168.14000000,46770.23000000,46910.30000000,684.72936000,47383.2975,47423.52199999999
02-01-22 05:00,46910.30000000,47006.40000000,46832.08000000,46882.49000000,238.54018000,47351.541000000005,47412.736399999994
02-01-22 05:15,46882.49000000,46964.58000000,46850.00000000,46945.27000000,135.97000000,47321.5695,47406.269400000005
02-01-22 05:30,46945.26000000,47071.32000000,46938.38000000,46969.69000000,138.54659000,47288.1065,47400.7424
02-01-22 05:45,46968.65000000,47089.63000000,46912.95000000,47081.28000000,173.14700000,47260.9055,47395.75899999999
02-01-22 06:00,47081.28000000,47159.99000000,47011.24000000,47035.39000000,137.59054000,47240.558000000005,47379.545999999995
02-01-22 06:15,47035.38000000,47200.00000000,47028.21000000,47106.80000000,112.56420000,47223.1365,47366.5924
02-01-22 06:30,47106.80000000,47236.66000000,47059.02000000,47184.84000000,209.50390000,47212.9465,47355.445999999996
02-01-22 06:45,47184.84000000,47244.00000000,47113.22000000,47122.61000000,68.54333000,47200.1785,47345.1496
02-01-22 07:00,47122.60000000,47182.58000000,47087.62000000,47135.88000000,133.33295000,47185.1335,47338.490999999995
02-01-22 07:15,47135.88000000,47211.55000000,47133.00000000,47181.44000000,74.70170000,47177.901,47330.908800000005
02-01-22 07:30,47181.45000000,47300.00000000,47162.40000000,47178.61000000,192.91864000,47168.311,47324.309
02-01-22 07:45,47174.19000000,47196.61000000,47090.18000000,47173.45000000,143.42104000,47158.4585,47320.001
02-01-22 08:00,47173.44000000,47178.95000000,46970.05000000,47060.74000000,173.36588000,47146.7055,47314.789000000004
02-01-22 08:15,47060.74000000,47227.28000000,47048.98000000,47161.77000000,132.80846000,47135.6585,47311.4288
