unix,date,open,high,low,close,volume,sma20,sma50
1641600000000,2022-01-08 00:00:00+00:00,41566.48,41749.18,41558.0,41713.27,336.15086,41719.6935,41798.7732
1641600900000,2022-01-08 00:15:00+00:00,41713.27,41833.21,41700.0,41791.65,228.11773,41722.912,41789.4338
1641601800000,2022-01-08 00:30:00+00:00,41791.65,41829.25,41700.0,41803.68,165.54282,41723.4005,41778.3808
1641602700000,2022-01-08 00:45:00+00:00,41803.67,42115.2,41787.31,41991.89,514.88058,41734.226,41769.418600000005
1641603600000,2022-01-08 01:00:00+00:00,41991.89,42246.37,41930.44,42186.56,535.35017,41757.8095,41763.818
1641604500000,2022-01-08 01:15:00+00:00,42186.57,42186.57,41934.6,42005.04,278.95768,41774.083,41755.9188
1641605400000,2022-01-08 01:30:00+00:00,42005.03,42050.0,41934.02,42015.06,204.97976,41782.533,41751.5708
1641606300000,2022-01-08 01:45:00+00:00,42015.06,42058.3,41847.48,41883.41,148.83182,41780.5935,41743.419
1641607200000,2022-01-08 02:00:00+00:00,41883.42,41944.44,41815.57,41866.01,167.56037,41779.843,41752.3886
1641608100000,2022-01-08 02:15:00+00:00,41866.02,41922.14,41800.0,41826.02,143.50793,41778.1045,41759.1246
1641609000000,2022-01-08 02:30:00+00:00,41826.02,41829.85,41693.42,41727.6,152.38677,41768.396,41759.262200000005
1641609900000,2022-01-08 02:45:00+00:00,41727.61,41888.8,41727.6,41882.85,159.80951,41768.78799999999,41759.7594
1641610800000,2022-01-08 03:00:00+00:00,41882.86,41911.86,41822.32,41833.68,97.57691,41775.472,41756.8328
1641611700000,2022-01-08 03:15:00+00:00,41833.67,41858.79,41641.27,41760.59,184.95507,41775.4025,41754.1566
1641612600000,2022-01-08 03:30:00+00:00,41760.6,41855.77,41696.51,41804.05,115.32528,41787.293,41758.6998
1641613500000,2022-01-08 03:45:00+00:00,41804.04,41864.1,41702.91,41810.91,112.31192,41800.747500000005,41763.299
1641614400000,2022-01-08 04:00:00+00:00,41810.92,41908.96,41791.9,41820.01,101.36104,41818.071,41775.0538
1641615300000,2022-01-08 04:15:00+00:00,41820.01,41885.8,41785.19,41831.66,99.63421,41834.512,41785.3048
1641616200000,2022-01-08 04:30:00+00:00,41831.67,41991.2,41760.0,41946.54,154.66866,41853.348000000005,41800.36
1641617100000,2022-01-08 04:45:00+00:00,41946.55,41987.21,41890.66,41900.92,115.40654,41870.07,41804.4516
1641618000000,2022-01-08 05:00:00+00:00,41900.92,41934.56,41836.14,41923.53,87.52213,41880.583,41808.5618
1641618900000,2022-01-08 05:15:00+00:00,41923.53,41965.2,41884.5,41959.73,130.41464,41888.987,41805.0512
1641619800000,2022-01-08 05:30:00+00:00,41959.73,41965.04,41841.32,41880.01,140.79895,41892.8035,41802.90059999999
1641620700000,2022-01-08 05:45:00+00:00,41880.01,41999.99,41837.59,41971.7,158.90454,41891.794,41804.0696
1641621600000,2022-01-08 06:00:00+00:00,41971.7,41994.66,41869.4,41893.19,129.00336,41877.1255,41804.3626
1641622500000,2022-01-08 06:15:00+00:00,41893.2,41968.34,41862.57,41870.34,140.23127,41870.3905,41801.8998
1641623400000,2022-01-08 06:30:00+00:00,41870.35,41872.19,41740.0,41839.09,203.3771,41861.592,41800.3378
1641624300000,2022-01-08 06:45:00+00:00,41839.09,41943.56,41739.0,41922.23,152.6949,41863.533,41805.3632
1641625200000,2022-01-08 07:00:00+00:00,41922.22,41975.44,41888.13,41922.71,172.14105,41866.368,41810.2788
1641626100000,2022-01-08 07:15:00+00:00,41922.72,41940.9,41841.2,41910.37,115.69421,41870.5855,41814.3334
1641627000000,2022-01-08 07:30:00+00:00,41910.37,41972.76,41843.16,41866.13,134.39235,41877.512,41820.8206
1641627900000,2022-01-08 07:45:00+00:00,41866.12,41958.35,41841.04,41913.58,99.24518,41879.0485,41824.5466
1641628800000,2022-01-08 08:00:00+00:00,41913.59,42177.94,41913.58,42131.47,337.11471,41893.938,41831.2978
1641629700000,2022-01-08 08:15:00+00:00,42127.99,42131.77,41982.77,41994.09,197.0762,41905.613,41835.672
1641630600000,2022-01-08 08:30:00+00:00,41994.08,42040.27,41882.19,41938.98,252.34248,41912.3595,41840.1538
1641631500000,2022-01-08 08:45:00+00:00,41939.63,42027.35,41922.64,41964.88,160.62701,41920.058000000005,41845.86
1641632400000,2022-01-08 09:00:00+00:00,41964.87,42102.0,41961.47,42101.1,195.79686,41934.1125,41850.9608
1641633300000,2022-01-08 09:15:00+00:00,42101.99,42102.0,41966.85,42003.97,200.17481,41942.728,41852.5962
1641634200000,2022-01-08 09:30:00+00:00,42003.98,42153.09,41954.7,42101.74,180.8612,41950.488,41857.0106
1641635100000,2022-01-08 09:45:00+00:00,42101.73,42187.2,42067.66,42163.71,283.5161,41963.6275,41863.069
1641636000000,2022-01-08 10:00:00+00:00,42163.71,42200.0,42056.69,42109.73,183.12369,41972.9375,41866.8282
1641636900000,2022-01-08 10:15:00+00:00,42109.02,42109.73,42009.23,42094.49,119.34428,41979.6755,41871.2178
1641637800000,2022-01-08 10:30:00+00:00,42094.49,42155.24,41976.52,42019.85,230.67071,41986.6675,41877.6148
1641638700000,2022-01-08 10:45:00+00:00,42019.85,42024.42,41790.7,41918.66,305.9765,41984.0155,41880.7484
1641639600000,2022-01-08 11:00:00+00:00,41918.66,41930.0,41784.11,41822.4,219.73695,41980.476,41885.8716
1641640500000,2022-01-08 11:15:00+00:00,41822.4,41883.29,41780.38,41837.69,164.75684,41978.8435,41891.789
1641641400000,2022-01-08 11:30:00+00:00,41837.78,41906.0,41767.16,41895.92,174.70127,41981.685000000005,41900.2366
1641642300000,2022-01-08 11:45:00+00:00,41895.93,41972.0,41870.3,41940.22,115.48231,41982.5845,41908.9842
1641643200000,2022-01-08 12:00:00+00:00,41940.22,42063.23,41882.57,41996.69,168.09764,41986.283500000005,41917.5216
1641644100000,2022-01-08 12:15:00+00:00,41996.69,41999.32,41850.0,41912.85,229.51486,41986.4075,41924.449
1641645000000,2022-01-08 12:30:00+00:00,41912.85,41925.53,41773.47,41777.0,197.16104,41981.951,41925.7236
1641645900000,2022-01-08 12:45:00+00:00,41777.0,41906.19,41775.94,41876.31,150.19511,41980.0875,41927.4168
1641646800000,2022-01-08 13:00:00+00:00,41876.32,41935.03,41767.1,41844.21,233.60963,41965.7245,41928.2274
1641647700000,2022-01-08 13:15:00+00:00,41844.21,41917.84,41610.0,41896.88,313.11326,41960.864,41926.3272
1641648600000,2022-01-08 13:30:00+00:00,41896.89,41949.89,41815.7,41913.03,151.99089,41959.5665,41920.8566
1641649500000,2022-01-08 13:45:00+00:00,41913.02,42037.75,41852.0,41905.0,305.27249,41956.5725,41918.8558
1641650400000,2022-01-08 14:00:00+00:00,41904.99,41988.5,41882.04,41970.46,143.39682,41950.0405,41917.9638
1641651300000,2022-01-08 14:15:00+00:00,41970.45,41997.71,41850.0,41886.75,190.0359,41944.1795,41918.0306
1641652200000,2022-01-08 14:30:00+00:00,41886.76,41913.62,41788.2,41845.14,171.98579,41931.3495,41917.6132
1641653100000,2022-01-08 14:45:00+00:00,41845.14,41894.29,41715.0,41741.27,203.79331,41910.22749999999,41915.9182
1641654000000,2022-01-08 15:00:00+00:00,41746.29,41799.04,41400.0,41579.51,908.0972,41883.7165,41912.9564
1641654900000,2022-01-08 15:15:00+00:00,41579.5,41722.13,41575.84,41635.29,314.82709,41860.7565,41908.0052
1641655800000,2022-01-08 15:30:00+00:00,41637.79,41695.15,41511.64,41680.0,254.49588,41843.764,41904.9316
1641656700000,2022-01-08 15:45:00+00:00,41680.01,41729.5,41572.91,41613.33,235.59194,41828.4975,41901.9864
1641657600000,2022-01-08 16:00:00+00:00,41609.6,41733.52,41511.32,41711.3,269.43823,41822.9425,41900.1314
1641658500000,2022-01-08 16:15:00+00:00,41711.29,41740.53,41492.27,41532.41,213.81607,41807.6785,41894.5614
1641659400000,2022-01-08 16:30:00+00:00,41528.71,41548.61,41300.0,41438.08,563.28765,41784.7865,41886.9228
1641660300000,2022-01-08 16:45:00+00:00,41438.09,41538.29,41238.08,41346.01,668.52868,41755.076,41877.2098
1641661200000,2022-01-08 17:00:00+00:00,41346.02,41398.45,41108.0,41170.42,778.57054,41713.7625,41861.6874
1641662100000,2022-01-08 17:15:00+00:00,41170.41,41371.25,41170.0,41266.77,455.37974,41681.4585,41849.004400000005
1641663000000,2022-01-08 17:30:00+00:00,41266.77,41266.77,40952.59,41113.73,1037.56769,41648.295,41832.8084
1641663900000,2022-01-08 17:45:00+00:00,41113.73,41312.03,40801.0,40842.12,1144.72829,41596.5855,41810.4562
1641664800000,2022-01-08 18:00:00+00:00,40842.11,41091.19,40501.0,40800.0,2006.30357,41544.375,41788.856
1641665700000,2022-01-08 18:15:00+00:00,40799.99,41314.11,40730.87,41110.87,1142.20142,41505.0745,41771.6394
1641666600000,2022-01-08 18:30:00+00:00,41110.87,41229.59,40966.9,40992.09,518.77139,41459.0275,41753.6174
1641667500000,2022-01-08 18:45:00+00:00,40992.09,41080.0,40622.01,40679.82,706.03799,41397.7685,41729.807
1641668400000,2022-01-08 19:00:00+00:00,40679.82,41100.0,40520.0,41017.8,1290.92886,41350.1355,41713.3812
1641669300000,2022-01-08 19:15:00+00:00,41017.8,41049.54,40650.0,40800.65,670.26745,41295.8305,41690.9496
1641670200000,2022-01-08 19:30:00+00:00,40800.66,40991.5,40733.25,40757.92,489.64187,41241.4695,41667.6538
1641671100000,2022-01-08 19:45:00+00:00,40757.93,40946.6,40692.81,40831.07,594.2766,41195.9595,41646.0678
1641672000000,2022-01-08 20:00:00+00:00,40831.06,40975.89,40730.52,40780.78,406.90713,41156.023,41624.3608
1641672900000,2022-01-08 20:15:00+00:00,40780.79,41047.52,40720.0,41003.63,379.2461,41124.44,41606.1618
1641673800000,2022-01-08 20:30:00+00:00,41003.64,41175.32,40939.31,41015.99,403.03876,41091.2395,41583.8522
1641674700000,2022-01-08 20:45:00+00:00,41015.98,41049.67,40900.0,40975.37,235.61535,41059.3415,41563.4778
1641675600000,2022-01-08 21:00:00+00:00,40975.36,41171.99,40923.39,41156.98,307.89251,41031.6255,41547.8378
1641676500000,2022-01-08 21:15:00+00:00,41156.98,41464.89,41100.0,41419.21,588.15055,41025.9655,41536.9244
1641677400000,2022-01-08 21:30:00+00:00,41419.2,42061.32,41384.89,41942.07,1175.89896,41051.165,41533.7438
1641678300000,2022-01-08 21:45:00+00:00,41942.07,42029.55,41730.04,41769.03,730.34712,41072.316,41529.045
1641679200000,2022-01-08 22:00:00+00:00,41769.03,42090.0,41740.31,41966.27,628.92196,41112.1085,41526.3356
1641680100000,2022-01-08 22:15:00+00:00,41966.27,42300.0,41920.9,42290.08,642.58396,41163.274,41528.863000000005
1641681000000,2022-01-08 22:30:00+00:00,42286.69,42291.49,42046.66,42168.36,382.82144,41216.0055,41530.0356
1641681900000,2022-01-08 22:45:00+00:00,42168.36,42191.85,41860.02,41911.11,352.22217,41269.455,41526.368
1641682800000,2022-01-08 23:00:00+00:00,41911.1,41948.94,41812.71,41871.6,306.29442,41323.035,41523.403000000006
1641683700000,2022-01-08 23:15:00+00:00,41871.6,41937.39,41772.0,41781.25,218.71264,41356.554,41520.6548
1641684600000,2022-01-08 23:30:00+00:00,41781.25,41895.51,41762.1,41860.01,186.19781,41399.95,41521.407
1641685500000,2022-01-08 23:45:00+00:00,41860.01,41875.0,41656.02,41679.74,283.91811,41449.946,41518.248
1641686400000,2022-01-09 00:00:00+00:00,41679.74,41698.47,41388.13,41593.42,616.93165,41478.727,41512.198
1641687300000,2022-01-09 00:15:00+00:00,41593.43,41686.93,41456.84,41474.37,231.75108,41512.413,41502.881
1641688200000,2022-01-09 00:30:00+00:00,41474.37,41633.29,41459.49,41585.5,233.38767,41553.792,41494.6572
1641689100000,2022-01-09 00:45:00+00:00,41585.5,41831.25,41580.28,41773.24,403.75186,41600.9005,41491.865
1641690000000,2022-01-09 01:00:00+00:00,41773.24,41924.57,41682.27,41767.97,243.35354,41650.26,41491.6844
1641690900000,2022-01-09 01:15:00+00:00,41771.9,41791.26,41608.0,41624.73,184.60446,41681.315,41486.6528
1641691800000,2022-01-09 01:30:00+00:00,41624.73,41769.64,41596.43,41633.94,220.17497,41712.2125,41482.447400000005
1641692700000,2022-01-09 01:45:00+00:00,41633.94,41865.67,41617.35,41809.67,235.52379,41753.927500000005,41480.7032
1641693600000,2022-01-09 02:00:00+00:00,41809.66,41939.17,41775.9,41853.5,217.66222,41788.7535,41479.5126
1641694500000,2022-01-09 02:15:00+00:00,41853.5,42020.76,41835.12,42008.42,314.22574,41818.214,41481.581
1641695400000,2022-01-09 02:30:00+00:00,42008.43,42144.12,41943.99,42096.08,289.46916,41825.9145,41484.093400000005
1641696300000,2022-01-09 02:45:00+00:00,42096.09,42170.11,42042.59,42098.99,318.79789,41842.4125,41488.338200000006
1641697200000,2022-01-09 03:00:00+00:00,42098.99,42105.62,41937.72,41966.47,237.39638,41842.4225,41490.7648
1641698100000,2022-01-09 03:15:00+00:00,41966.47,42048.07,41902.28,41995.33,170.10584,41827.685,41495.846
1641699000000,2022-01-09 03:30:00+00:00,41995.33,41996.9,41831.62,41856.53,210.30575,41812.0935,41501.3864
1641699900000,2022-01-09 03:45:00+00:00,41856.53,41889.72,41792.0,41833.89,128.28758,41808.2325,41505.3584
1641700800000,2022-01-09 04:00:00+00:00,41833.9,41936.56,41800.78,41909.86,176.53006,41810.1455,41509.9556
1641701700000,2022-01-09 04:15:00+00:00,41909.87,42005.0,41877.05,41968.42,215.85847,41819.504,41517.0574
1641702600000,2022-01-09 04:30:00+00:00,41968.43,42044.0,41947.67,41952.6,236.17489,41824.1335,41521.8834
1641703500000,2022-01-09 04:45:00+00:00,41952.6,42103.31,41947.44,42079.41,255.91621,41844.117,41532.8234
1641704400000,2022-01-09 05:00:00+00:00,42079.4,42097.44,41973.12,41991.24,146.61776,41864.008,41543.8866
1641705300000,2022-01-09 05:15:00+00:00,41991.23,41991.24,41797.01,41855.27,212.93697,41883.053,41554.071800000005
1641706200000,2022-01-09 05:30:00+00:00,41855.26,41909.36,41808.64,41875.63,76.99905,41897.5595,41568.176
1641707100000,2022-01-09 05:45:00+00:00,41875.63,41889.59,41715.44,41765.9,157.66148,41897.1925,41578.1586
1641708000000,2022-01-09 06:00:00+00:00,41765.89,41819.81,41681.17,41804.79,183.3958,41899.033500000005,41591.9798
1641708900000,2022-01-09 06:15:00+00:00,41805.72,41824.74,41722.77,41791.3,92.48603,41907.362,41610.9634
1641709800000,2022-01-09 06:30:00+00:00,41791.31,41941.25,41760.06,41905.77,147.5896,41920.9535,41633.0788
1641710700000,2022-01-09 06:45:00+00:00,41905.77,41948.4,41842.13,41873.62,142.92012,41924.151,41648.3338
1641711600000,2022-01-09 07:00:00+00:00,41873.62,41908.55,41820.36,41889.99,104.68406,41925.97549999999,41666.2918
1641712500000,2022-01-09 07:15:00+00:00,41889.99,41898.18,41833.07,41870.14,94.50337,41919.0615,41690.0982
1641713400000,2022-01-09 07:30:00+00:00,41870.14,41874.87,41778.95,41780.01,141.15478,41903.258,41705.3424
1641714300000,2022-01-09 07:45:00+00:00,41780.01,41850.0,41780.0,41791.51,75.34255,41887.884,41725.1596
1641715200000,2022-01-09 08:00:00+00:00,41791.5,41949.99,41791.5,41836.11,174.15386,41881.366,41746.7234
1641716100000,2022-01-09 08:15:00+00:00,41836.11,41851.53,41633.04,41641.23,266.23002,41863.661,41762.9266
1641717000000,2022-01-09 08:30:00+00:00,41641.23,41764.18,41615.32,41724.42,173.97552,41857.0555,41781.7994
1641717900000,2022-01-09 08:45:00+00:00,41724.43,41788.41,41642.65,41666.67,175.57629,41848.6945,41795.0602
1641718800000,2022-01-09 09:00:00+00:00,41666.66,41766.8,41632.34,41661.1,162.35731,41836.2565,41807.9624
1641719700000,2022-01-09 09:15:00+00:00,41661.1,41684.12,41470.44,41556.14,344.99926,41815.6425,41819.5778
1641720600000,2022-01-09 09:30:00+00:00,41556.14,41683.31,41530.43,41595.27,134.36062,41797.776,41828.3436
1641721500000,2022-01-09 09:45:00+00:00,41595.26,41672.24,41470.34,41510.01,216.48777,41769.306,41830.1596
1641722400000,2022-01-09 10:00:00+00:00,41510.0,41589.98,41421.24,41476.55,170.65219,41743.5715,41820.8492
1641723300000,2022-01-09 10:15:00+00:00,41476.54,41557.96,41410.0,41542.75,176.93681,41727.9455,41816.3236
1641724200000,2022-01-09 10:30:00+00:00,41542.75,41728.65,41503.01,41707.27,234.20807,41719.5275,41811.1436
1641725100000,2022-01-09 10:45:00+00:00,41701.08,41708.53,41600.9,41644.7,123.93758,41713.4675,41798.236
1641726000000,2022-01-09 11:00:00+00:00,41644.7,41990.0,41642.54,41888.01,343.08773,41717.628500000006,41792.629
1641726900000,2022-01-09 11:15:00+00:00,41888.01,41930.22,41766.64,41812.08,189.79873,41718.6675,41790.6484
1641727800000,2022-01-09 11:30:00+00:00,41812.08,41896.42,41766.0,41804.89,144.83143,41713.6235,41789.3142
1641728700000,2022-01-09 11:45:00+00:00,41804.89,41870.0,41785.67,41857.62,105.88806,41712.823500000006,41790.8416
1641729600000,2022-01-09 12:00:00+00:00,41857.62,41923.39,41701.0,41739.68,186.04672,41705.308,41788.435
1641730500000,2022-01-09 12:15:00+00:00,41739.68,41766.0,41665.46,41753.28,156.68426,41699.465,41789.9058
1641731400000,2022-01-09 12:30:00+00:00,41753.28,41850.0,41707.14,41802.64,107.51214,41700.5965,41794.0902
1641732300000,2022-01-09 12:45:00+00:00,41802.63,41846.8,41736.23,41746.98,103.73405,41698.37,41799.542400000006
1641733200000,2022-01-09 13:00:00+00:00,41746.98,41816.32,41692.16,41798.65,109.53748,41696.497,41803.8054
1641734100000,2022-01-09 13:15:00+00:00,41798.65,41894.01,41570.87,41578.03,302.30895,41693.337,41799.90119999999
1641735000000,2022-01-09 13:30:00+00:00,41573.87,41716.03,41526.31,41630.46,215.00593,41688.639,41797.151
1641735900000,2022-01-09 13:45:00+00:00,41630.46,41679.18,41469.48,41470.0,296.061,41678.8055,41794.0564
1641736800000,2022-01-09 14:00:00+00:00,41470.0,41660.67,41469.99,41638.33,222.5155,41677.667,41794.1442
1641737700000,2022-01-09 14:15:00+00:00,41638.33,41699.0,41563.82,41595.22,115.49705,41679.621,41789.8552
1641738600000,2022-01-09 14:30:00+00:00,41595.22,41743.26,41567.94,41719.71,131.78039,41685.843,41787.1794
1641739500000,2022-01-09 14:45:00+00:00,41719.72,41734.39,41530.39,41535.93,158.94319,41687.139,41777.7296
1641740400000,2022-01-09 15:00:00+00:00,41535.93,41602.69,41430.0,41447.92,215.5022,41685.7075,41764.7664
1641741300000,2022-01-09 15:15:00+00:00,41447.93,41566.31,41200.02,41493.35,621.27357,41683.2375,41752.653600000005
1641742200000,2022-01-09 15:30:00+00:00,41493.36,41681.89,41490.0,41527.37,248.88035,41674.2425,41743.8716
1641743100000,2022-01-09 15:45:00+00:00,41527.37,41644.15,41474.42,41621.11,176.54545,41673.063,41736.387200000005
1641744000000,2022-01-09 16:00:00+00:00,41621.11,41682.57,41556.49,41570.01,183.46654,41657.163,41730.6568
1641744900000,2022-01-09 16:15:00+00:00,41570.01,41769.5,41560.63,41736.01,198.72858,41653.359500000006,41728.6992
1641745800000,2022-01-09 16:30:00+00:00,41736.0,41851.89,41726.48,41774.96,273.41369,41651.863,41726.0012
1641746700000,2022-01-09 16:45:00+00:00,41774.97,42146.25,41758.39,42143.04,669.73887,41666.134000000005,41729.4936
1641747600000,2022-01-09 17:00:00+00:00,42143.05,42200.0,41955.04,41987.98,472.33936,41678.549000000006,41730.2012
1641748500000,2022-01-09 17:15:00+00:00,41987.99,42146.38,41982.03,42038.11,289.06345,41692.7905,41729.3752
1641749400000,2022-01-09 17:30:00+00:00,42038.45,42122.1,41925.02,41969.99,256.59617,41701.158,41728.9502
1641750300000,2022-01-09 17:45:00+00:00,41970.0,42105.0,41880.01,42094.59,180.07378,41718.5385,41733.7366
1641751200000,2022-01-09 18:00:00+00:00,42094.48,42134.99,42030.0,42036.84,268.68809,41730.448,41736.9608
1641752100000,2022-01-09 18:15:00+00:00,42036.83,42279.0,42011.85,42234.81,302.6803,41763.287,41746.339
1641753000000,2022-01-09 18:30:00+00:00,42234.81,42262.24,42032.0,42065.29,401.09787,41785.0285,41751.549000000006
1641753900000,2022-01-09 18:45:00+00:00,42065.28,42123.7,41861.94,41966.99,299.42893,41809.878,41755.0628
1641754800000,2022-01-09 19:00:00+00:00,41966.99,42126.97,41928.01,42081.18,292.8477,41832.0205,41758.571
1641755700000,2022-01-09 19:15:00+00:00,42081.17,42665.28,42050.38,42602.7,837.32281,41882.3945,41773.1526
1641756600000,2022-01-09 19:30:00+00:00,42602.69,42680.0,42470.16,42515.7,572.23897,41922.194,41785.6668
1641757500000,2022-01-09 19:45:00+00:00,42515.71,42740.0,42470.0,42695.26,304.92576,41980.1605,41802.1692
1641758400000,2022-01-09 20:00:00+00:00,42695.27,42786.7,42550.56,42596.92,497.99908,42037.6105,41818.5074
1641759300000,2022-01-09 20:15:00+00:00,42596.92,42667.51,42473.39,42490.03,249.6617,42087.4445,41832.4778
1641760200000,2022-01-09 20:30:00+00:00,42490.03,42519.24,42380.0,42380.01,168.44517,42130.0765,41843.3558
1641761100000,2022-01-09 20:45:00+00:00,42380.01,42516.26,42368.0,42439.38,240.68948,42170.990000000005,41859.3188
1641762000000,2022-01-09 21:00:00+00:00,42439.38,42557.36,42418.86,42452.59,147.8978,42215.119,41873.8822
1641762900000,2022-01-09 21:15:00+00:00,42452.58,42519.9,42386.01,42409.0,137.83005,42248.76849999999,41888.7288
1641763800000,2022-01-09 21:30:00+00:00,42409.0,42416.97,42307.43,42319.94,129.66181,42276.0175,41901.9056
1641764700000,2022-01-09 21:45:00+00:00,42319.94,42376.0,42286.67,42300.0,153.50517,42283.8655,41916.7828
1641765600000,2022-01-09 22:00:00+00:00,42300.01,42450.0,42280.0,42441.26,238.97055,42306.5295,41933.7026
1641766500000,2022-01-09 22:15:00+00:00,42441.27,42497.26,42408.12,42437.36,131.32058,42326.492,41952.2496
1641767400000,2022-01-09 22:30:00+00:00,42434.73,42440.0,42316.01,42397.18,106.67381,42347.8515,41970.6622
1641768300000,2022-01-09 22:45:00+00:00,42397.23,42400.0,42080.01,42205.37,272.11049,42353.3905,41983.9146
1641769200000,2022-01-09 23:00:00+00:00,42205.36,42282.3,41878.05,41990.99,403.43791,42351.098000000005,41989.58899999999
1641770100000,2022-01-09 23:15:00+00:00,41991.0,41995.19,41766.43,41818.66,328.30932,42330.2905,41993.0682
1641771000000,2022-01-09 23:30:00+00:00,41818.65,41930.81,41766.5,41921.62,321.74667,42323.107,41993.7404
1641771900000,2022-01-09 23:45:00+00:00,41921.61,41952.4,41826.73,41864.62,171.67354,42317.9885,41994.7912
1641772800000,2022-01-10 00:00:00+00:00,41864.62,41950.6,41700.0,41942.87,327.65915,42311.073,41997.5508
1641773700000,2022-01-10 00:15:00+00:00,41942.86,42037.05,41873.77,41950.05,211.17299,42278.4405,41999.3994
1641774600000,2022-01-10 00:30:00+00:00,41950.04,41953.22,41653.29,41698.33,291.61401,42237.572,41998.572400000005
1641775500000,2022-01-10 00:45:00+00:00,41698.33,41785.0,41623.67,41655.18,252.76895,42185.568,41996.6104
1641776400000,2022-01-10 01:00:00+00:00,41655.18,41792.71,41601.0,41733.32,205.38614,42142.388,41995.224
1641777300000,2022-01-10 01:15:00+00:00,41733.32,41748.79,41650.79,41737.54,104.88516,42104.7635,41995.0352
1641778200000,2022-01-10 01:30:00+00:00,41737.53,41818.0,41640.12,41659.45,179.16974,42068.7355,41992.2512
1641779100000,2022-01-10 01:45:00+00:00,41659.45,41850.0,41659.45,41815.32,167.47263,42037.5325,41996.997
1641780000000,2022-01-10 02:00:00+00:00,41815.32,41857.92,41734.17,41764.21,180.42985,42003.1135,41999.672
1641780900000,2022-01-10 02:15:00+00:00,41764.21,41913.6,41711.95,41900.21,195.94725,41977.674000000006,42008.2762
1641781800000,2022-01-10 02:30:00+00:00,41900.23,41973.6,41863.38,41950.95,183.43212,41959.2245,42014.528600000005
1641782700000,2022-01-10 02:45:00+00:00,41950.94,41997.9,41919.48,41927.71,186.78707,41940.61,42021.1784
1641783600000,2022-01-10 03:00:00+00:00,41927.7,41927.71,41852.49,41910.31,228.99218,41914.0625,42024.9904
1641784500000,2022-01-10 03:15:00+00:00,41910.31,41960.0,41856.57,41946.34,120.32722,41889.5115,42033.1986
1641785400000,2022-01-10 03:30:00+00:00,41946.34,41990.99,41917.33,41937.95,127.35016,41866.55,42042.9992
1641786300000,2022-01-10 03:45:00+00:00,41937.95,41979.99,41904.56,41967.59,126.6817,41854.661,42052.484
1641787200000,2022-01-10 04:00:00+00:00,41967.59,41995.0,41925.61,41995.0,111.47154,41854.8615,42061.8366
1641788100000,2022-01-10 04:15:00+00:00,41995.0,42177.77,41994.99,42124.79,386.29049,41870.168,42071.9102
1641789000000,2022-01-10 04:30:00+00:00,42124.79,42208.32,42086.48,42096.73,333.72897,41878.9235,42082.4446
1641789900000,2022-01-10 04:45:00+00:00,42096.73,42248.5,42089.92,42187.22,195.16793,41895.0535,42091.4688
1641790800000,2022-01-10 05:00:00+00:00,42187.22,42230.84,42100.01,42118.29,203.65004,41903.8245,42098.3354
1641791700000,2022-01-10 05:15:00+00:00,42118.29,42194.24,42106.73,42110.01,147.72271,41911.8225,42097.67479999999
1641792600000,2022-01-10 05:30:00+00:00,42110.01,42117.6,41967.11,41977.69,175.93227,41925.7905,42097.469000000005
1641793500000,2022-01-10 05:45:00+00:00,41977.69,42048.71,41975.27,42031.29,114.66049,41944.596000000005,42097.3326
1641794400000,2022-01-10 06:00:00+00:00,42031.3,42036.0,41837.52,41893.95,239.04454,41952.6275,42095.8118
1641795300000,2022-01-10 06:15:00+00:00,41893.96,41987.51,41811.7,41957.52,309.88453,41963.6265,42093.0704
1641796200000,2022-01-10 06:30:00+00:00,41957.56,42048.63,41908.38,41917.99,170.4939,41976.5535,42090.6934
1641797100000,2022-01-10 06:45:00+00:00,41918.0,41960.98,41902.0,41925.01,104.17689,41982.038,42084.4974
1641798000000,2022-01-10 07:00:00+00:00,41925.01,42149.31,41901.0,42069.79,319.14992,41997.317,42084.5874
1641798900000,2022-01-10 07:15:00+00:00,42069.8,42072.19,41901.0,42015.05,135.62931,42003.059,42085.5486
1641799800000,2022-01-10 07:30:00+00:00,42010.4,42054.99,41936.8,41951.7,127.61952,42003.0965,42082.959
1641800700000,2022-01-10 07:45:00+00:00,41951.71,42055.99,41908.83,42042.38,141.46215,42008.83,42071.7526
1641801600000,2022-01-10 08:00:00+00:00,42042.38,42116.61,41925.0,41933.18,204.88946,42009.9735,42060.1022
1641802500000,2022-01-10 08:15:00+00:00,41933.18,41983.46,41818.66,41906.66,242.83129,42007.9895,42044.3302
1641803400000,2022-01-10 08:30:00+00:00,41906.67,41929.24,41720.0,41752.55,310.06539,41998.7195,42027.4428
1641804300000,2022-01-10 08:45:00+00:00,41758.9,41835.38,41712.99,41816.84,239.66071,41991.182,42013.97900000001
1641805200000,2022-01-10 09:00:00+00:00,41808.96,41849.79,41710.96,41785.01,241.04337,41980.6825,42002.079000000005
1641806100000,2022-01-10 09:15:00+00:00,41785.0,41909.99,41780.0,41885.92,162.09898,41968.739,41991.00980000001
1641807000000,2022-01-10 09:30:00+00:00,41885.92,41937.41,41822.12,41851.27,149.39826,41956.466,41978.9834
1641807900000,2022-01-10 09:45:00+00:00,41851.27,41895.95,41782.89,41796.01,157.43739,41936.9055,41966.723600000005
1641808800000,2022-01-10 10:00:00+00:00,41796.01,41908.74,41742.23,41896.49,144.16832,41925.8155,41958.2546
